address;number_floats
Россия, Москва, улица Воронцово Поле, 3с12;1
Россия, Москва, улица Воронцово Поле, 3с11;1
Россия, Москва, улица Воронцово Поле, 3с10;1
119019, Москва, Город Москва, Переулок Знаменский Большой, дом 8/12, стр. 3;20
119019, Москва, Город Москва, Переулок Знаменский Большой, дом 8/12, стр. 4;6
119019, Москва, Город Москва, Переулок Знаменский Большой, дом 8/12, стр. 1;1
119180, Москва, Город Москва, Улица Полянка Большая, дом 10, стр. 1;1
119180, Москва, Город Москва, Улица Полянка Большая, дом 3/9, стр. 2;1
119180, Москва, Город Москва, Улица Полянка Большая, дом 3/9, стр. 3;1
Россия, Москва, Большая Татарская улица, 35с23-24;1
Россия, Москва, Петропавловский переулок, 3с2;1
109028, Москва, Город Москва, Переулок Петропавловский, дом 3, стр. 1;1
119034, Москва, Город Москва, Проезд Соймоновский, дом 7;1
119034, Москва, Город Москва, Проезд Соймоновский, дом 5;1
115184, Москва, Город Москва, Улица Бахрушина, дом 9;1
115184, Москва, Город Москва, Улица Бахрушина, дом 8;1
115184, Москва, Город Москва, Улица Бахрушина, дом 4;65
Россия, Москва, Староваганьковский переулок, 15с3;1
Россия, Москва, Староваганьковский переулок, 15с4;1
Россия, Москва, Староваганьковский переулок, 15с2;1
Россия, Москва, Кривоарбатский переулок, 6/8;1
Россия, Москва, Староваганьковский переулок, 15с9;1
Россия, Москва, Пятницкая улица, 33-35с2;1
119019, Москва, Город Москва, Улица Волхонка, дом 11, к. 6;1
119072, Москва, Город Москва, Площадь Болотная, дом 4, стр. 1;1
119180, Москва, Город Москва, Улица Полянка Большая, дом 7/10;1
Россия, Москва, Большая Татарская улица, 35с17;1
115184, Москва, Город Москва, Улица Татарская Большая, дом 35, стр. 13;1
